Case #1: Impossible
3 1 161671
3 27 186380
30 1 212433
4 14 248748
8 6 58515
9 5 183408
30 23 221975
4 10 161696
22 1 217481
6 27 99994
12 11 159505
6 19 209804
6 26 215797
13 10 209798
15 28 225168
31 26 99261
22 18 256894
26 24 189935
10 6 154574
31 6 147750
8 16 15509
26 25 202297
11 29 195220
23 11 43548
4 23 246890
11 24 26959
19 2 140294
24 2 75576
10 23 277352
1 6 152133
18 20 124928
17 21 195375
5 22 261324
13 18 198394
17 5 233608
4 5 258923
27 14 196285
12 28 165328
2 23 92165
7 18 163371
13 3 216286
19 24 118636
9 27 165867
22 8 154881
12 26 68755
15 23 191083
24 30 151468
14 13 237645
26 27 159198
1 5 234349
5 11 166055
11 19 91677
30 13 49698
6 30 177330
28 5 59088
15 9 45558
15 2 117414
21 11 166835
5 25 97738
27 22 242190
1 29 234250
13 9 218461
7 11 187991
29 28 129613
9 22 279269
10 18 235950
21 22 296220
29 20 119122
3 22 188646
27 19 151715
29 5 127260
13 11 129321
27 17 227022
4 2 328694
17 13 255081
29 18 139386
28 2 194597
17 18 164972
19 21 179258
1 28 255812
13 4 280396
12 18 134885
25 29 169257
30 8 118815
18 27 84658
27 20 64394
Case #20: 278
12 16 114838
7 40 129316
6 38 130847
30 11 80543
22 40 186868
39 31 228820
29 34 181671
32 19 94426
12 15 189289
19 8 205400
29 13 113712
38 40 115049
22 12 125248
30 24 201476
32 9 116625
14 40 146660
25 1 68249
31 28 260340
14 21 85467
24 15 276893
16 3 103728
7 12 77620
7 15 112841
25 36 187669
1 35 197144
31 30 120138
17 25 153667
35 8 212783
1 30 148810
27 5 248601
20 17 177377
7 36 103174
1 5 244640
13 9 39358
3 34 143993
4 25 200230
22 5 244644
34 4 261695
11 5 224716
17 16 81400
3 35 182865
12 33 228887
20 1 113377
15 17 146924
2 12 62922
34 14 146437
34 40 246878
29 21 91417
29 26 73125
21 19 121555
24 10 216187
14 28 68387
38 14 86557
18 11 134946
3 29 37678
10 15 149477
36 3 157907
1 19 82095
20 12 52736
11 38 89371
7 2 14698
38 30 69147
3 17 94470
32 1 40889
20 28 131952
1 39 181433
12 26 42300
10 36 119683
4 18 195422
23 35 202795
27 32 32115
29 15 154814
18 38 103090
24 36 133906
20 37 173872
27 39 151884
9 34 137731
36 4 180178
20 6 125267
38 4 129866
11 36 152262
1 4 131981
3 4 117702
18 21 51522
6 10 139185
6 35 169411
19 33 233145
38 20 111262
17 39 214554
33 21 111590
30 29 96853
28 25 195834
17 21 40731
35 34 235900
13 18 14119
30 5 245316
32 2 38343
40 20 120036
33 13 101480
19 40 170701
18 14 33945
16 28 32909
7 8 57933
30 7 129631
35 19 250681
18 35 184782
21 5 176622
22 27 175314
10 26 26981
8 20 90105
10 39 175615
18 6 27757
37 34 263772
34 5 237592
33 37 263796
11 37 218448
17 11 120892
8 16 44606
34 30 171334
26 13 122065
5 14 108567
17 32 121080
23 20 272485
5 17 204967
30 26 169973
35 5 236802
16 11 133413
29 38 27706
25 22 177915
38 8 95685
21 36 104168
8 26 100541
10 7 88112
12 21 127064
31 16 227431
28 18 34442
5 26 182568
30 23 282997
28 5 159542
29 31 208439
9 24 106499
17 14 113812
13 21 37403
5 13 139219
11 29 61665
26 16 109479
37 13 162333
3 33 165329
16 25 162925
9 2 90465
7 21 109142
7 4 144133
9 20 72271
20 15 137391
19 30 202347
3 32 26610
8 24 124333
38 1 79663
37 19 262277
35 37 268416
13 16 12586
35 27 124140
21 35 145646
9 8 17834
37 40 188436
26 18 107946
38 2 54981
23 17 242648
13 7 71739
29 39 129476
14 30 154161
36 30 172862
24 16 79727
1 36 172186
4 11 163825
7 23 263529
36 22 154778
14 26 74001
31 21 186762
20 5 172132
17 9 105106
17 34 130985
27 26 94167
6 5 152857
32 38 38774
23 38 267498
15 35 42009
39 12 165123
25 3 82528
29 12 35647
6 23 178152
1 18 119540
12 27 78830
2 31 210664
29 27 43183
22 18 170022
7 22 119554
22 14 136077
27 31 165256
25 10 121948
6 31 210527
16 40 182138
11 22 70466
39 15 200344
38 22 138184
1 33 179608
19 4 185518
21 34 90254
18 34 112492
36 32 144032
20 29 83556
11 33 222290
33 18 115582
7 33 173202
23 33 265977
14 4 161477
18 9 25239
39 8 145436
35 4 65163
32 29 11068
31 8 253899
31 4 106279
10 20 37417
23 36 251134
26 11 134785
11 40 149008
14 7 84473
3 5 230361
28 36 87088
28 1 150916
24 23 284103
21 30 81080
3 40 102885
20 3 99098
5 37 245801
1 34 158272
23 27 196609
3 10 61681
39 11 136591
40 32 76275
9 40 155366
6 24 105951
20 32 72488
12 23 219749
3 9 130500
26 19 156478
26 25 94967
18 31 225898
36 16 54179
27 6 136229
25 33 224526
32 4 91092
9 11 124855
9 22 144783
19 10 129497
39 16 171828
40 31 121096
34 33 76511
14 12 79360
14 24 115205
17 37 231147
16 22 171555
23 40 152449
15 31 83125
4 8 188017
21 40 156624
40 36 165361
13 4 206519
16 14 35478
35 11 177354
21 26 142401
30 9 145455
24 33 193776
7 6 85377
11 20 142978
5 15 194793
3 21 53739
37 22 246384
Case #21: 299
16 4 68880
17 9 51356
21 23 189658
24 3 7576
17 15 81293
24 16 144925
1 16 166271
10 4 167709
5 10 134339
24 32 48723
6 36 140816
23 17 143330
7 17 77629
27 21 161945
1 22 128103
8 32 102701
33 8 130186
5 12 47604
35 36 141459
32 1 121686
34 25 130347
10 22 20621
36 19 218640
34 29 85145
32 23 188495
23 2 106353
11 33 144786
18 8 68045
13 5 61971
8 1 135309
12 6 68284
26 31 107338
7 28 100576
6 8 96308
23 22 168877
19 20 106930
14 18 211820
7 12 60051
22 28 46522
16 29 176522
13 28 47726
34 24 58618
16 19 224853
32 15 78976
18 27 156571
6 17 45636
22 26 185497
22 18 167941
33 35 128261
21 13 141979
31 22 78159
24 28 26253
36 24 98486
18 11 174710
28 20 39477
9 15 109707
15 21 198493
26 28 164978
4 13 130840
28 36 118127
14 15 146384
3 25 97431
18 25 152711
30 7 77123
14 13 84822
16 33 193143
9 28 74303
6 32 17345
4 11 192157
12 13 14367
23 25 153310
30 6 102885
7 36 172809
14 9 104233
2 28 148341
35 30 93760
32 5 107301
4 18 242230
33 14 139557
6 14 138739
33 3 90396
6 21 162836
27 9 55875
30 26 129894
20 24 19836
12 3 33530
12 11 75684
24 6 48942
1 24 87943
8 24 53978
12 31 12045
14 12 70455
23 36 167638
36 13 119959
21 28 140147
4 19 217285
2 32 177423
1 27 46204
18 28 141664
8 35 132479
9 10 121201
30 31 22556
25 17 107207
34 15 108593
1 28 107584
12 22 71872
5 30 13003
1 31 49944
19 9 134590
17 30 57249
16 34 129962
12 23 120682
15 1 42710
29 27 40629
32 31 79858
16 2 126005
5 28 93199
10 33 149359
8 11 117218
8 36 44508
8 7 128301
26 27 97286
31 24 37999
16 30 158642
36 16 236799
27 25 75586
7 1 49735
32 28 40034
33 27 91199
31 4 128518
3 32 41147
10 27 108832
27 32 89910
21 31 151893
34 14 103119
23 33 189784
18 31 146519
22 34 104536
27 8 95417
3 5 74270
21 35 119439
11 10 100603
17 8 50672
2 12 102746
27 13 36464
1 4 163629
23 16 229068
12 34 32664
3 13 35661
22 32 80595
27 22 88211
21 25 205745
35 10 137455
34 7 30085
26 18 245138
17 10 69845
24 13 28085
32 35 110346
23 29 149073
34 23 99106
1 19 108881
33 2 171848
21 20 133730
35 28 70312
15 25 135730
35 26 178542
8 4 174185
27 11 53587
29 5 72448
13 8 75451
36 12 117828
12 9 33778
3 21 128082
15 23 127409
19 35 159971
14 21 210303
25 12 97683
14 4 145529
33 29 121583
19 29 129203
17 27 44745
4 27 138570
19 6 162492
35 24 85113
25 22 57983
21 33 196714
20 18 135247
20 23 126800
21 26 243621
35 13 73526
19 13 115179
14 20 76573
33 31 81147
35 17 81807
20 1 68107
12 27 22097
35 31 71204
14 19 171267
6 28 22689
27 35 81256
26 16 243424
2 8 176066
27 15 60144
4 23 182915
35 1 106315
23 1 113469
19 17 123460
34 6 81543
23 18 255156
16 28 164566
25 11 21999
2 17 125394
4 29 168954
2 21 242594
29 31 40436
22 21 166424
22 15 109859
31 11 63639
18 12 141365
17 29 75129
26 3 146049
20 27 28215
3 30 61267
4 6 123255
22 33 128738
16 17 141619
7 4 113894
30 15 41328
31 19 88767
27 31 10052
12 21 139848
30 20 40719
8 21 66528
34 21 145934
30 23 86081
7 33 129153
29 3 79147
35 23 125601
1 9 76008
19 30 107499
3 1 88655
15 24 77987
24 22 47024
22 4 147088
5 15 28325
7 5 64120
25 5 107405
13 17 24779
9 24 54662
33 34 101766
9 33 102880
12 16 124041
22 9 100580
17 28 22947
15 19 66171
35 7 56580
4 35 110304
29 20 58599
34 20 38782
28 12 45595
30 1 27388
17 14 93103
7 20 66169
3 19 127478
22 36 144404
36 20 111710
3 17 10882
24 17 3306
6 33 76228
3 31 38711
22 3 39448
12 17 22648
5 27 31819
33 4 185575
34 4 83809
34 2 121753
9 34 56358
22 13 74003
20 16 130159
21 16 217317
8 22 99896
13 33 71233
22 17 49224
9 20 39896
35 14 129614
4 3 134395
13 20 8249
9 7 26273
12 35 59159
7 16 116536
10 21 179207
19 10 96635
12 20 6118
8 26 177093
3 15 70411
4 36 170457
20 33 62984
5 1 14385
24 4 126819
Case #22: 177
39 1 94440
4 38 202841
34 18 336063
1 19 183462
25 10 190705
18 30 213437
25 7 143466
29 11 293408
12 23 282494
44 33 287965
22 12 349520
13 19 161097
43 13 203298
41 1 209525
35 30 132950
24 41 334430
20 23 466597
32 33 526548
35 16 182588
22 4 384569
39 23 201603
26 7 171852
20 7 528410
9 13 100366
39 14 265242
34 2 304924
9 17 121344
30 28 175216
14 13 162032
18 24 335471
19 28 177241
37 46 187872
6 13 273826
19 30 116106
27 17 296346
8 22 395813
21 46 121917
41 39 182337
24 43 487734
31 20 426106
38 46 152869
7 21 92353
14 16 289675
25 6 178631
13 36 182482
35 12 200053
39 15 111732
21 34 273203
22 44 254988
36 18 270918
32 24 516499
15 42 240518
22 20 555366
4 9 174809
36 33 390530
28 16 165540
33 1 348779
31 26 280813
37 9 253529
23 22 270508
9 5 129205
37 33 293657
17 26 345724
40 16 230567
23 45 159196
4 36 59827
35 8 246373
32 31 347245
5 17 228576
40 39 187102
12 45 123298
42 21 233817
31 9 144299
39 33 321595
40 46 169900
39 45 255106
44 10 209837
27 6 465178
34 20 545020
35 13 177941
28 6 322926
12 44 208218
41 3 240253
46 15 128618
38 35 65044
38 41 108258
3 37 330100
6 31 317759
6 32 221459
43 27 420735
21 2 235184
12 18 295665
31 16 319716
30 12 192380
45 46 231717
4 6 336798
21 13 212033
28 33 233604
46 43 324401
39 17 226032
37 32 385226
25 41 158513
16 12 295472
34 30 252050
45 43 119367
5 10 133997
24 45 368367
34 40 191132
8 29 330971
20 33 627375
19 34 179173
35 11 172932
37 45 237094
36 42 407787
25 19 256292
3 19 338032
28 13 216898
22 33 246588
28 20 512398
9 36 114986
7 9 115767
43 36 217918
8 24 406290
14 7 194171
39 16 253527
34 22 317601
44 34 295951
43 6 309262
29 15 161269
17 37 174141
29 23 205666
12 1 191502
29 24 187227
30 32 348303
21 33 216560
11 7 206680
29 17 230095
35 34 298425
28 46 104873
37 18 204198
13 18 258428
2 45 204324
22 39 288612
25 23 170460
17 32 324290
16 26 401928
18 43 299432
42 30 332675
37 11 290009
15 20 510925
4 8 11244
38 40 113023
26 12 427352
14 18 162415
28 17 237876
36 39 217097
16 8 341820
41 5 72871
22 1 239007
21 16 148496
6 35 365192
46 36 295887
2 12 88537
18 4 330741
4 3 251378
28 35 42266
13 10 95510
41 17 158825
32 29 407451
46 23 313471
16 41 225802
28 34 256159
46 1 254136
5 20 499789
26 29 348569
12 41 243267
11 38 107888
Case #23: 313
13 6 268526
15 20 24670
13 35 255246
30 15 106267
23 34 147834
12 7 179461
13 31 285910
25 20 15341
12 4 59811
18 15 134560
5 30 95349
12 29 182401
32 15 51830
13 9 141305
26 32 70971
24 28 139532
4 3 50755
27 1 162998
25 2 24133
11 17 108789
28 29 125332
26 17 44783
10 28 102502
21 23 182452
18 35 164909
23 7 33196
28 33 207356
29 10 142093
10 17 107905
9 22 15190
29 1 134004
6 14 115717
25 19 57881
26 35 147431
33 16 163714
18 10 193203
1 6 244351
35 9 123376
34 3 147201
28 32 91370
14 26 61526
5 8 9457
6 5 149133
12 30 163713
10 22 105758
23 32 67324
21 4 185916
2 28 73002
2 3 117386
1 8 199421
33 15 167898
19 13 189012
15 1 219796
15 16 105597
14 27 83263
12 33 235144
33 34 170516
32 6 179896
31 25 164811
16 14 70264
31 10 195850
26 4 94510
34 8 124265
24 18 100883
1 2 234600
3 8 100122
23 2 91346
4 24 19986
6 17 144558
25 23 67213
4 10 139348
20 17 22504
25 22 5016
6 22 142411
21 8 136434
13 34 204405
23 8 46018
17 3 86090
17 8 14032
14 24 52970
25 14 113472
31 6 194584
33 7 124552
35 16 64540
29 5 78169
20 27 74278
27 29 125757
19 27 120802
9 12 116486
1 25 210467
3 19 151134
9 10 114503
28 11 67261
23 1 245412
8 26 49665
24 8 132206
8 11 94757
6 3 133488
21 17 122402
26 6 177202
13 22 126115
22 5 6722
32 21 125113
5 28 60607
31 17 161942
11 30 158413
20 4 86018
7 11 15543
22 33 153553
23 4 152846
17 18 132394
30 28 145807
18 2 149364
35 7 172571
17 33 151406
33 23 91356
23 16 154636
28 4 119546
8 13 138000
32 1 178115
24 33 194510
16 1 149999
33 13 205605
15 27 92598
19 16 113955
22 16 101284
32 2 66634
14 7 86666
32 18 167732
19 30 154819
3 31 203448
33 1 184960
30 9 107112
18 33 216302
2 24 135144
12 1 221429
20 35 118209
16 26 96450
31 4 210938
23 30 131910
28 17 56032
20 1 215689
1 11 271009
9 14 113835
24 25 111011
19 32 100382
19 34 120757
17 12 133823
6 18 180941
6 11 186840
22 1 205451
10 16 156251
4 27 104462
21 15 124568
28 25 48869
20 29 91804
1 24 236608
29 19 134344
29 21 191702
14 29 155574
16 29 112758
22 3 88237
34 28 60551
4 2 115158
11 3 154862
31 22 159795
11 26 132649
30 33 71431
27 32 125770
24 34 116432
9 28 38695
6 27 81353
16 13 197603
35 21 218107
12 16 71430
4 16 103248
30 27 105282
30 34 99085
11 19 147182
9 25 10174
15 22 14345
28 14 124013
1 30 113529
29 2 100596
28 12 99181
30 32 64586
13 30 218037
13 5 128543
21 33 168466
29 26 118377
23 27 150482
25 17 7163
14 1 206659
13 3 210058
2 21 139372
1 9 210522
29 13 197562
4 7 119650
29 9 86637
28 13 170565
27 5 95007
13 18 256362
32 31 132459
31 23 142956
24 9 100837
27 12 58431
24 29 102604
21 10 163914
10 20 109336
10 27 143252
8 32 21306
29 34 119560
29 17 73594
12 15 135989
15 28 58198
20 18 120224
9 20 5167
26 10 148577
4 22 96041
27 25 83269
15 26 61275
20 16 87277
34 18 188107
21 27 173463
9 15 19503
10 14 106364
13 20 137037
31 12 171662
30 31 67873
12 20 111319
21 6 234139
20 21 99898
26 22 46930
7 30 142870
9 16 86094
28 18 153752
29 6 205323
31 14 230420
4 6 82733
15 25 9329
32 10 120218
29 7 122395
14 18 142705
18 30 146945
2 30 121071
13 27 210602
11 21 199155
4 11 104107
11 35 157028
18 16 181305
2 6 161528
6 20 134241
26 1 232845
31 29 88348
20 19 52874
19 35 161964
9 19 47707
35 4 52921
34 1 143197
18 11 213828
26 13 168751
6 16 94352
22 17 2147
16 27 12999
5 10 108369
9 18 115057
14 19 76059
11 10 35241
15 2 14804
14 3 83739
16 21 160464
28 20 33528
13 21 37139
14 34 63462
34 25 103070
8 10 98912
31 35 178552
29 22 71447
28 35 92291
12 6 22922
16 28 53749
28 27 40750
27 35 51541
29 18 167420
4 30 143065
19 4 109043
35 34 71342
15 4 100354
26 34 89648
4 34 96446
35 6 29812
26 5 40208
18 19 67350
7 9 94805
19 10 125853
12 35 6890
7 21 183612
21 34 167266
9 27 73095
16 31 160156
25 30 96938
23 10 52894
5 17 4575
14 12 92795
30 16 92283
34 16 6802
7 20 89638
32 29 85061
33 10 119280
6 15 146724
10 7 19698
30 3 180159
13 17 123968
Case #24: Impossible
Case #25: 27
2 6 587666
4 11 330498
2 4 293133
13 11 341149
8 11 268947
13 1 144262
10 8 83620
6 13 305184
13 12 248257
9 2 704634
1 4 133611
7 4 246723
2 1 392062
6 9 469318
10 6 316602
3 8 206897
6 12 150460
7 1 223892
2 3 526899
5 8 407541
3 5 470318
9 12 318858
12 10 259675
11 7 378743
5 10 327645
1 8 72060
8 9 448242
Case #26: 108
11 7 283215
15 17 189808
14 5 263810
10 19 116793
11 8 240732
13 23 326651
8 1 109097
7 23 167779
9 6 60314
9 17 300029
23 12 159691
7 4 344130
15 1 205048
6 5 237483
18 3 467864
11 2 316214
18 11 214609
22 15 259996
12 15 348540
17 20 239598
19 18 146049
20 5 267970
2 16 81280
8 15 95951
7 3 459907
3 13 523392
19 11 198318
3 19 426835
21 17 260595
17 1 202954
13 15 421432
10 3 323048
10 20 235697
5 8 122229
21 10 373619
5 4 292742
19 15 324875
22 12 224227
1 12 143492
17 19 290346
7 14 261669
9 15 334558
11 12 275127
5 16 179871
3 12 365603
3 17 323567
12 10 55561
16 6 106613
18 22 81170
11 21 363764
18 2 221797
8 4 301647
13 12 193519
4 10 6503
13 2 214453
17 5 104943
17 11 299789
19 12 159348
12 5 341800
16 15 319343
4 19 110290
21 16 289672
7 8 42483
14 15 315137
23 11 147834
12 9 169031
16 20 172904
13 16 133173
21 14 389131
2 10 214141
17 13 386903
3 14 390318
21 12 318058
20 14 73445
6 1 256816
13 4 206847
15 21 327981
12 6 113324
20 6 266069
4 6 162382
19 7 271407
22 8 164045
5 18 39354
4 20 229194
14 11 168436
19 1 246164
21 9 265048
7 6 341404
14 18 239976
9 2 127579
4 22 175169
19 9 9683
2 19 117896
7 21 274513
12 2 158580
22 23 281273
23 19 262363
9 22 74562
4 14 246365
23 2 307027
3 11 437886
7 2 347155
22 2 182775
14 23 126288
11 16 234934
6 11 171078
16 23 225747
14 1 110089
Case #27: 46
11 1 208183
7 10 165287
23 2 339698
3 12 326875
10 25 395229
15 12 624887
26 1 481213
17 15 548586
7 8 116930
4 2 233914
9 6 331078
20 3 567082
3 16 472786
1 15 443674
10 16 351851
11 18 346338
6 15 395476
5 12 152407
19 24 886485
18 28 327163
27 16 776130
3 1 524685
2 7 58303
19 15 860197
13 5 333641
1 29 641709
26 17 715374
20 27 742471
29 21 840497
4 18 431798
14 20 357193
18 2 318315
12 7 393112
27 28 913239
23 9 312613
3 29 905782
28 25 180487
11 12 258478
21 27 160477
4 20 328516
15 9 571497
23 17 308902
11 14 469962
21 10 838792
22 18 518301
12 22 231327
Case #28: Impossible
Case #29: 636
49 43 91689
37 8 18747
41 5 56966
16 36 62508
37 12 84353
6 12 87818
8 22 81650
27 16 52293
18 43 180346
36 50 106496
9 11 134246
35 42 50076
6 17 25511
39 20 120619
22 41 96269
43 47 171180
49 30 18326
27 6 38025
23 38 63179
26 6 118966
1 38 67309
49 4 80246
15 35 39193
31 2 106419
50 44 10148
13 37 8574
11 1 29293
45 37 61163
31 12 88204
25 2 89631
35 49 67864
20 21 104572
2 50 83664
42 23 75471
2 40 137766
33 8 39835
14 46 106494
46 30 93824
17 35 85493
26 23 119347
8 1 3799
4 14 137994
9 47 169453
29 47 134133
25 40 48135
30 7 53858
4 20 125766
50 12 134893
10 6 72758
46 9 113983
32 2 75437
3 49 31297
33 37 21088
17 37 37154
45 35 16861
22 42 118265
49 47 109886
30 16 15432
8 20 84053
32 5 89810
50 46 121460
19 44 121779
40 16 87139
13 24 47169
41 19 65687
18 48 105147
7 48 51006
38 11 46418
35 34 73618
31 10 64728
11 33 27837
34 25 29993
12 14 93061
47 17 78250
9 5 90164
49 50 112855
41 2 93870
21 47 126445
43 32 81866
33 13 12514
18 4 54475
46 13 79494
47 12 117146
28 47 120129
31 43 107664
43 6 119538
29 6 80279
16 42 15970
24 18 86858
18 27 126077
20 13 90091
10 46 73820
8 29 74290
44 40 138470
14 15 98943
25 22 71464
13 15 69623
33 40 65758
20 46 68558
4 19 102791
39 15 99642
13 36 11122
4 12 138313
25 50 112509
41 42 77337
30 25 53089
38 34 66197
7 25 66445
9 43 194834
50 35 113203
31 17 83523
17 32 51957
23 34 50790
10 21 31973
15 34 83701
13 11 15323
8 30 68369
7 26 140315
19 50 111631
13 42 52547
43 14 123844
9 50 205365
16 34 79515
23 3 36917
28 6 29594
7 4 84914
31 40 91039
9 6 153528
33 20 100938
27 35 46930
42 1 71190
31 33 25281
20 5 78050
25 31 54930
45 50 96342
7 28 17085
33 29 79108
48 17 54545
38 16 83206
29 24 98374
9 4 164126
13 50 112524
21 30 48580
7 45 49924
44 9 195217
38 27 67728
37 2 98192
22 50 85911
38 25 36204
40 14 104307
9 15 133492
19 42 72273
10 37 60535
16 26 117039
48 6 55041
16 43 88795
25 8 27306
50 3 103949
17 3 37153
21 13 80146
41 23 3552
7 36 60432
37 3 1
35 33 38656
9 7 127362
30 20 94710
38 3 44764
30 10 48747
11 19 38354
10 43 106713
9 12 127416
2 26 171031
42 27 61498
12 26 161688
6 36 39083
46 3 70919
39 23 106160
46 16 78392
28 39 110597
5 4 73962
14 29 88546
16 12 91825
48 24 61961
6 33 41588
19 29 91392
25 32 95706
42 50 95067
30 40 89198
5 25 46752
26 30 126959
27 5 51065
25 48 25952
45 25 66342
27 19 31744
45 3 61162
40 22 107573
6 49 67833
27 13 63106
41 18 107038
40 3 44669
28 26 131872
47 3 78589
45 2 93451
25 10 69096
6 11 43284
50 14 117123
24 16 57538
44 38 138565
14 5 102924
43 27 86726
18 42 116933
18 47 128852
28 22 91082
47 24 85666
26 17 119583
16 41 63053
7 18 112210
29 15 79645
12 1 100399
49 29 63762
34 14 51494
30 23 44069
41 40 78034
1 46 86966
14 28 99637
35 47 136107
50 24 136007
35 44 103055
29 18 141799
15 49 78314
45 20 88669
38 46 26155
14 37 64733
18 45 118208
4 24 80339
36 28 51989
37 11 6749
16 10 33315
7 21 65827
35 39 60449
32 44 165211
38 39 114732
46 36 68372
14 6 89242
12 43 94284
41 49 64662
36 18 90302
2 42 119245
44 39 129782
15 41 53940
45 36 60329
35 6 73549
47 10 136898
33 15 66216
48 28 45570
25 43 101151
41 46 85782
39 43 135454
20 3 81516
40 47 100435
36 41 35912
22 30 112527
7 41 47810
8 23 55663
27 29 87382
11 36 4201
39 19 110327
27 44 90035
35 21 32764
6 38 69274
39 3 75062
8 7 43201
14 2 33459
49 48 48689
5 39 79197
18 50 180060
23 27 65229
29 42 56806
24 7 64774
48 35 60631
34 40 66102
22 20 109636
22 13 71479
8 6 43918
27 11 61279
42 15 60526
19 9 121294
32 36 91657
38 29 118929
38 12 39588
39 42 76803
4 6 85931
26 10 142966
10 8 77055
24 5 45269
2 46 99320
13 32 91710
41 21 83696
24 38 87369
26 34 103863
26 43 175021
18 14 121529
28 40 77290
32 22 152014
8 48 36138
30 5 87815
19 31 52682
36 42 62556
26 25 85896
44 33 114890
19 32 120940
38 15 59991
39 48 87358
49 39 43765
37 34 21432
26 5 120622
15 25 68957
35 2 102570
4 23 56115
1 41 55910
33 25 29649
43 50 166613
17 43 129744
26 13 91005
19 45 67801
4 30 61920
25 23 45477
44 16 68949
2 21 77548
7 19 17877
17 20 90521
16 29 40836
20 14 64221
35 16 34106
47 2 174658
28 44 98466
10 15 39984
29 9 136705
29 34 100692
5 49 69489
36 9 130045
15 12 47269
32 10 135394
11 4 80010
47 16 141470
46 45 89890
27 2 57747
2 8 114815
43 30 73363
45 5 87122
42 32 86109
31 28 51890
5 28 54283
28 38 70946
34 42 63545
21 18 134111
8 19 50576
